Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,Search for Pair-Produced vectorlike lepton singlet at the ILC by the XGBoost method,2-s2.0-85146067738,https://www.scopus.com/record/display.url?eid=2-s2.0-85146067738&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,Domain-Agnostic Neural Architecture for Class Incremental Continual Learning in Document Processing Platform,2-s2.0-85174322186,https://www.scopus.com/record/display.url?eid=2-s2.0-85174322186&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,AN EARLY RETINAL DISEASE DIAGNOSIS SYSTEM USING OCT IMAGES VIA CNN-BASED STACKING ENSEMBLE LEARNING,2-s2.0-85142335400,https://www.scopus.com/record/display.url?eid=2-s2.0-85142335400&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,AI Based Biometrics Recognition with a Hyperspectral Image Sensor,2-s2.0-85156105129,https://www.scopus.com/record/display.url?eid=2-s2.0-85156105129&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,Experimenting with ensembles of pre-trained language models for classification of custom legal datasets,2-s2.0-85152147971,https://www.scopus.com/record/display.url?eid=2-s2.0-85152147971&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,CAMERO: Consistency Regularized Ensemble of Perturbed Language Models with Weight Sharing,2-s2.0-85149135991,https://www.scopus.com/record/display.url?eid=2-s2.0-85149135991&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,Label-based Multiple Object Ensemble Tracking with Randomized Frame Dropping,2-s2.0-85143630849,https://www.scopus.com/record/display.url?eid=2-s2.0-85143630849&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,Estimating Predictive Uncertainty in Gastrointestinal Polyp Segmentation,2-s2.0-85137903203,https://www.scopus.com/record/display.url?eid=2-s2.0-85137903203&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,Architecture for Automatic Recognition of Group Activities Using Local Motions and Context,2-s2.0-85135745673,https://www.scopus.com/record/display.url?eid=2-s2.0-85135745673&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,Deep learning-based predictive biomarker of pathological complete response to neoadjuvant chemotherapy from histological images in breast cancer,2-s2.0-85112684226,https://www.scopus.com/record/display.url?eid=2-s2.0-85112684226&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,"Combining machine learning, space-time cloud restoration and phenology for farm-level wheat yield prediction",2-s2.0-85122768235,https://www.scopus.com/record/display.url?eid=2-s2.0-85122768235&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,"Fabr,Icio Embreck, Albert Bifet, “A Survey on Ensemble Learning for Data Stream Classification",2-s2.0-85206022907,https://www.scopus.com/record/display.url?eid=2-s2.0-85206022907&origin=resultslist,A comprehensive study of machine learning mechanisms on big data,2-s2.0-85067033947,https://www.scopus.com/record/display.url?eid=2-s2.0-85067033947&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85102183731,https://www.scopus.com/record/display.url?eid=2-s2.0-85102183731&origin=resultslist,Intrusion detection system using data stream classification,2-s2.0-85102177168,https://www.scopus.com/record/display.url?eid=2-s2.0-85102177168&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85203111245,https://www.scopus.com/record/display.url?eid=2-s2.0-85203111245&origin=resultslist,Ensemble of temporal Transformers for financial time series,2-s2.0-85186462952,https://www.scopus.com/record/display.url?eid=2-s2.0-85186462952&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,Adopting Ensemble Learning for Cross-lingual Classification of Crisis-related Text On Social Media,2-s2.0-85204885255,https://www.scopus.com/record/display.url?eid=2-s2.0-85204885255&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,Ensemble Learning Based Gene Regulatory Network Inference,2-s2.0-85169413716,https://www.scopus.com/record/display.url?eid=2-s2.0-85169413716&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,A Survey on ensemble learning under the era of deep learning,2-s2.0-85141216102,https://www.scopus.com/record/display.url?eid=2-s2.0-85141216102&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,Active Ensemble Learning for Knowledge Graph Error Detection,2-s2.0-85145450793,https://www.scopus.com/record/display.url?eid=2-s2.0-85145450793&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,Cloud-based multiclass anomaly detection and categorization using ensemble learning,2-s2.0-85141195671,https://www.scopus.com/record/display.url?eid=2-s2.0-85141195671&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,Predicting hydrogen storage capacity of V–Ti–Cr–Fe alloy via ensemble machine learning,2-s2.0-85137073920,https://www.scopus.com/record/display.url?eid=2-s2.0-85137073920&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,U-Net Based Image Segmentation Techniques for Development of Non-Biocidal Fouling-Resistant Ultra-Thin Two-dimensional (2D) Coatings,2-s2.0-85146659682,https://www.scopus.com/record/display.url?eid=2-s2.0-85146659682&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,Anomaly Detection in Automated Vehicles Using Multistage Attention-Based Convolutional Neural Network,2-s2.0-85110753705,https://www.scopus.com/record/display.url?eid=2-s2.0-85110753705&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,Ensemble Learning Based Gene Regulatory Network Inference,2-s2.0-85123926212,https://www.scopus.com/record/display.url?eid=2-s2.0-85123926212&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,A genetic programming strategy to induce logical rules for clinical data analysis,2-s2.0-85097293725,https://www.scopus.com/record/display.url?eid=2-s2.0-85097293725&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,A comprehensive real-time road-lanes tracking technique for autonomous driving,2-s2.0-85091425441,https://www.scopus.com/record/display.url?eid=2-s2.0-85091425441&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,A survey on ensemble learning,2-s2.0-85095407653,https://www.scopus.com/record/display.url?eid=2-s2.0-85095407653&origin=resultslist,Diversity as the basis for effective clustering-based classification,2-s2.0-85095408100,https://www.scopus.com/record/display.url?eid=2-s2.0-85095408100&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Spectral Broadening by Saturated Second Harmonic Generation in Nanophotonic Lithium Niobate Waveguides,2-s2.0-85091679433,https://www.scopus.com/record/display.url?eid=2-s2.0-85091679433&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Ultraviolet to Mid-Infrared Supercontinuum Generation in Lithium-Niobate Waveguides,2-s2.0-85091653041,https://www.scopus.com/record/display.url?eid=2-s2.0-85091653041&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Frequency Comb Offset Stabilization via Integrated Lithium Niobate f-2f Interferometer,2-s2.0-85091631329,https://www.scopus.com/record/display.url?eid=2-s2.0-85091631329&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Spectral broadening by saturated second harmonic generation in nanophotonic lithium niobate waveguides,2-s2.0-85095459348,https://www.scopus.com/record/display.url?eid=2-s2.0-85095459348&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Frequency comb offset stabilization via integrated lithium niobate f-2f interferometer,2-s2.0-85095458985,https://www.scopus.com/record/display.url?eid=2-s2.0-85095458985&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Ultraviolet to mid-infrared supercontinuum generation in lithium-niobate waveguides,2-s2.0-85095426340,https://www.scopus.com/record/display.url?eid=2-s2.0-85095426340&origin=resultslist
